gameid,qtr,min,sec,off,def,down,togo,ydline,description,offscore,defscore,season
20120909_WAS@NO,1,48,15,NO,WAS,3,10,82,(3:15) (Shotgun) PENALTY on NO-Z.Strief False Start 5 yards enforced at NO 18 - No Play.,7,10,2012
20120909_WAS@NO,1,48,11,NO,WAS,3,15,87,(3:11) (Shotgun) PENALTY on NO-L.Moore False Start 5 yards enforced at NO 13 - No Play.,7,10,2012
20120909_WAS@NO,1,48,11,NO,WAS,3,20,92,(3:11) (Shotgun) D.Brees pass incomplete short left to D.Sproles.,7,10,2012
20120909_WAS@NO,1,48,4,NO,WAS,4,20,92,(3:04) T.Morstead punts 49 yards to WAS 43 Center-J.Drescher downed by NO-C.Roby.,7,10,2012
20120909_WAS@NO,1,47,53,WAS,NO,1,10,57,(2:53) A.Morris left guard to WAS 45 for 2 yards (S.Ellis; C.Jordan).,10,7,2012
20120909_WAS@NO,1,47,15,WAS,NO,2,8,55,(2:15) (Shotgun) A.Morris right tackle to WAS 47 for 2 yards (B.Bunkley).,10,7,2012
20120909_WAS@NO,1,46,30,WAS,NO,3,6,53,(1:30) (Shotgun) R.Griffin right end to NO 48 for 5 yards (J.Patrick).,10,7,2012
20120909_WAS@NO,1,46,4,WAS,NO,4,1,48,(1:04) D.Young right guard to NO 46 for 2 yards (C.Lofton).,10,7,2012
20120909_WAS@NO,1,45,32,WAS,NO,1,10,46,(:32) (Shotgun) A.Morris right guard to NO 45 for 1 yard (S.Ellis).,10,7,2012
20120909_WAS@NO,2,45,0,WAS,NO,2,9,45,(15:00) (Shotgun) R.Griffin pass deep right to F.Davis pushed ob at NO 19 for 26 yards (C.White). Pass 26 YAC 0,10,7,2012
20120909_WAS@NO,2,44,29,WAS,NO,1,10,19,(14:29) (Shotgun) R.Griffin right end to NO 12 for 7 yards (J.Patrick).,10,7,2012
20120909_WAS@NO,2,43,46,WAS,NO,2,3,12,(13:46) (Shotgun) A.Morris left guard to NO 10 for 2 yards (C.Lofton; S.Ellis).,10,7,2012
20120909_WAS@NO,2,43,3,WAS,NO,3,1,10,(13:03) (Shotgun) A.Morris right guard to NO 6 for 4 yards (D.Hawthorne; S.Ellis).,10,7,2012
20120909_WAS@NO,2,42,24,WAS,NO,1,6,6,(12:24) (Shotgun) R.Griffin pass incomplete short right to S.Moss (J.Patrick). NO-J.Patrick was injured during the play. His return is Questionable.,10,7,2012
20120909_WAS@NO,2,42,18,WAS,NO,2,6,6,(12:18) (Shotgun) R.Griffin pass short right to R.Helu to NO 5 for 1 yard (R.Harper). Pass -4 YAC 5,10,7,2012
20120909_WAS@NO,2,41,37,WAS,NO,3,5,5,(11:37) (Shotgun) R.Griffin pass short right to A.Robinson for 5 yards TOUCHDOWN. Pass 5 YAC 0,10,7,2012
20120909_WAS@NO,2,41,37,WAS,NO,,,5,(Kick formation) PENALTY on NO-P.Robinson Defensive Offside 5 yards enforced between downs.,10,7,2012
20120909_WAS@NO,2,41,37,WAS,NO,,,5,B.Cundiff extra point is GOOD Center-N.Sundberg Holder-S.Rocca.,10,7,2012
20120909_WAS@NO,2,41,37,WAS,NO,,,5,B.Cundiff kicks 60 yards from WAS 40 to end zone Touchback.,17,7,2012
20120909_WAS@NO,2,41,33,NO,WAS,1,10,80,(11:33) M.Ingram left guard to NO 25 for 5 yards (J.Wilson).,7,17,2012
20120909_WAS@NO,2,41,2,NO,WAS,2,5,75,(11:02) M.Ingram right guard to NO 25 for no gain (S.Bowen).,7,17,2012
20120909_WAS@NO,2,40,25,NO,WAS,3,5,75,(10:25) (Shotgun) PENALTY on NO-Z.Strief False Start 5 yards enforced at NO 25 - No Play.,7,17,2012
20120909_WAS@NO,2,40,2,NO,WAS,3,10,80,(10:02) (Shotgun) D.Brees sacked at NO 13 for -7 yards (D.Hall).,7,17,2012
20120909_WAS@NO,2,39,25,NO,WAS,4,17,87,(9:25) T.Morstead punts 59 yards to WAS 28 Center-J.Drescher. B.Banks to WAS 48 for 20 yards (C.White).,7,17,2012
20120909_WAS@NO,2,39,13,WAS,NO,1,10,52,(9:13) (Shotgun) R.Griffin left end to WAS 49 for 1 yard (C.Lofton).,17,7,2012
20120909_WAS@NO,2,38,40,WAS,NO,2,9,51,(8:40) (Shotgun) A.Morris left end to NO 48 for 3 yards (S.Ellis).,17,7,2012
20120909_WAS@NO,2,37,59,WAS,NO,3,6,48,(7:59) (Shotgun) R.Griffin pass deep left to S.Moss pushed ob at NO 21 for 27 yards (M.Jenkins). PENALTY on WAS-R.Helu Illegal Block Above the Waist 10 yards enforced at NO 21. Pass 16 YAC 11,17,7,2012
20120909_WAS@NO,2,37,29,WAS,NO,1,10,31,(7:29) (Shotgun) R.Griffin pass incomplete short middle to J.Morgan.,17,7,2012
20120909_WAS@NO,2,37,24,WAS,NO,2,10,31,(7:24) R.Griffin left end pushed ob at NO 23 for 8 yards (R.Harper).,17,7,2012
20120909_WAS@NO,2,36,53,WAS,NO,3,2,23,(6:53) (Shotgun) R.Griffin right guard to NO 23 for no gain (C.Lofton).,17,7,2012
20120909_WAS@NO,2,36,13,WAS,NO,4,2,23,(6:13) B.Cundiff 41 yard field goal is GOOD Center-N.Sundberg Holder-S.Rocca.,17,7,2012
20120909_WAS@NO,2,36,13,WAS,NO,,,23,B.Cundiff kicks 65 yards from WAS 35 to end zone Touchback.,20,7,2012
20120909_WAS@NO,2,36,8,NO,WAS,1,10,80,(6:08) (Shotgun) D.Brees pass short left to D.Sproles to NO 25 for 5 yards (P.Riley). Pass -2 YAC 7,7,20,2012
20120909_WAS@NO,2,35,40,NO,WAS,2,5,75,(5:40) (Shotgun) D.Brees pass short middle to J.Graham to NO 45 for 20 yards (Mad.Williams). Pass 15 YAC 5,7,20,2012
20120909_WAS@NO,2,35,10,NO,WAS,1,10,55,(5:10) (Shotgun) D.Brees pass short right to J.Graham to NO 49 for 4 yards (L.Fletcher). Pass 4 YAC 0,7,20,2012
20120909_WAS@NO,2,34,19,NO,WAS,2,6,51,(4:19) M.Ingram left guard to WAS 45 for 6 yards (P.Riley).,7,20,2012
20120909_WAS@NO,2,33,40,NO,WAS,1,10,45,(3:40) D.Brees pass incomplete short right to J.Collins.,7,20,2012
20120909_WAS@NO,2,33,34,NO,WAS,2,10,45,(3:34) D.Brees pass short right to J.Graham to WAS 39 for 6 yards (D.Gomes). Pass 6 YAC 0,7,20,2012
20120909_WAS@NO,2,32,47,NO,WAS,3,4,39,(2:47) (Shotgun) D.Brees pass short right to M.Colston to WAS 25 for 14 yards (C.Griffin). Pass 13 YAC 1,7,20,2012
20120909_WAS@NO,2,32,11,NO,WAS,1,10,25,(2:11) P.Thomas left guard to WAS 22 for 3 yards (B.Orakpo).,7,20,2012
20120909_WAS@NO,2,32,0,NO,WAS,2,7,22,(2:00) D.Brees pass incomplete deep left to D.Thomas.,7,20,2012
20120909_WAS@NO,2,31,54,NO,WAS,3,7,22,(1:54) (Shotgun) D.Brees pass short right to M.Colston to WAS 3 for 19 yards (C.Griffin). FUMBLES (C.Griffin) ball out of bounds in End Zone Touchback. Pass 14 YAC 5 The Replay Assistant challenged the fumble ruling and the play was Upheld.,7,20,2012
20120909_WAS@NO,2,31,46,WAS,NO,1,10,80,(1:46) R.Griffin right end to WAS 18 for -2 yards (J.Galette).,20,7,2012
20120909_WAS@NO,2,31,1,WAS,NO,2,12,82,(1:01) E.Royster right tackle to WAS 26 for 8 yards (P.Robinson).,20,7,2012
20120909_WAS@NO,2,30,52,WAS,NO,3,4,74,(:52) (Shotgun) E.Royster left guard to WAS 28 for 2 yards (C.Jordan; C.Lofton).,20,7,2012
20120909_WAS@NO,2,30,46,WAS,NO,4,2,72,(:46) S.Rocca punt is BLOCKED by M.Wilson Center-N.Sundberg RECOVERED by NO-C.Roby at WAS 4. C.Roby for 4 yards TOUCHDOWN.,20,7,2012
20120909_WAS@NO,2,30,46,NO,WAS,,,72,G.Hartley extra point is GOOD Center-J.Drescher Holder-C.Daniel.,7,20,2012
20120909_WAS@NO,2,30,46,,NO,,,72,T.Morstead kicks 70 yards from NO 30 to end zone Touchback.,20,14,2012
20120909_WAS@NO,2,30,40,WAS,NO,1,10,80,(:40) R.Griffin kneels to WAS 19 for -1 yards.,20,14,2012
20120909_WAS@NO,3,30,0,NO,WAS,,,80,T.Morstead kicks 64 yards from NO 35 to WAS 1. B.Banks to WAS 23 for 22 yards (T.Cadet).,14,20,2012
20120909_WAS@NO,3,29,55,WAS,NO,1,10,77,(14:55) (Shotgun) R.Griffin pass short right to S.Moss to WAS 37 for 14 yards (C.White). Pass 12 YAC 2,20,14,2012
20120909_WAS@NO,3,29,17,WAS,NO,1,10,63,(14:17) (Shotgun) R.Griffin pass short left to J.Morgan to NO 42 for 21 yards (P.Robinson). Pass 14 YAC 7,20,14,2012
20120909_WAS@NO,3,28,44,WAS,NO,1,10,42,(13:44) A.Morris left end to NO 36 for 6 yards (W.Herring).,20,14,2012
20120909_WAS@NO,3,28,9,WAS,NO,2,4,36,(13:09) (Shotgun) R.Griffin right end to NO 36 for no gain (C.Lofton; M.Jenkins). PENALTY on WAS-F.Davis Offensive Holding 10 yards enforced at NO 36 - No Play.,20,14,2012
20120909_WAS@NO,3,27,42,WAS,NO,2,14,46,(12:42) (Shotgun) R.Griffin pass short right to F.Davis to NO 34 for 12 yards (D.Hawthorne; J.Murphy).,20,14,2012
20120909_WAS@NO,3,26,59,WAS,NO,3,2,34,(11:59) (Shotgun) R.Helu right tackle to NO 33 for 1 yard (C.Jordan).,20,14,2012
20120909_WAS@NO,3,26,35,WAS,NO,4,1,33,(11:35) R.Griffin pass incomplete deep right to A.Robinson. PENALTY on NO-R.Harper Defensive Pass Interference 32 yards enforced at NO 33 - No Play.,20,14,2012
20120909_WAS@NO,3,26,28,WAS,NO,1,1,1,(11:28) A.Morris left tackle for 1 yard TOUCHDOWN.,20,14,2012
20120909_WAS@NO,3,26,28,WAS,NO,,,1,B.Cundiff extra point is GOOD Center-N.Sundberg Holder-S.Rocca.,20,14,2012
20120909_WAS@NO,3,26,28,WAS,NO,,,1,B.Cundiff kicks 65 yards from WAS 35 to end zone Touchback.,27,14,2012
20120909_WAS@NO,3,26,24,NO,WAS,1,10,80,(11:24) D.Brees pass incomplete short right to L.Moore (D.Gomes). PENALTY on NO-D.Thomas Offensive Holding 10 yards enforced at NO 20 - No Play.,14,27,2012
20120909_WAS@NO,3,26,17,NO,WAS,1,20,90,(11:17) (Shotgun) D.Brees pass incomplete deep right to M.Colston.,14,27,2012
20120909_WAS@NO,3,26,11,NO,WAS,2,20,90,(11:11) (Shotgun) D.Brees pass incomplete deep middle to M.Colston.,14,27,2012
20120909_WAS@NO,3,26,6,NO,WAS,3,20,90,(11:06) (Shotgun) D.Brees pass incomplete deep middle to D.Henderson.,14,27,2012
20120909_WAS@NO,3,26,0,NO,WAS,4,20,90,(11:00) T.Morstead punts 54 yards to WAS 36 Center-J.Drescher. B.Banks MUFFS catch and recovers at WAS 36. B.Banks to WAS 36 for no gain (C.Roby).,14,27,2012
20120909_WAS@NO,3,25,50,WAS,NO,1,10,64,(10:50) R.Griffin pass incomplete short left to F.Davis.,27,14,2012
20120909_WAS@NO,3,25,44,WAS,NO,2,10,64,(10:44) (Shotgun) A.Morris left end pushed ob at NO 46 for 18 yards (W.Herring).,27,14,2012
20120909_WAS@NO,3,25,20,WAS,NO,1,10,46,(10:20) R.Helu right tackle to NO 45 for 1 yard (C.Jordan).,27,14,2012
20120909_WAS@NO,3,24,42,WAS,NO,2,9,45,(9:42) A.Morris left tackle to NO 43 for 2 yards (S.Ellis; C.Lofton). PENALTY on WAS-K.Lichtensteiger Offensive Holding 10 yards enforced at NO 45 - No Play.,27,14,2012
20120909_WAS@NO,3,24,18,WAS,NO,2,19,55,(9:18) (Shotgun) R.Griffin pass short left to A.Robinson pushed ob at NO 26 for 29 yards (M.Jenkins) [C.White]. Pass 10 YAC 19,27,14,2012
20120909_WAS@NO,3,23,41,WAS,NO,1,10,26,(8:41) A.Morris right end to NO 23 for 3 yards (C.Jordan).,27,14,2012
20120909_WAS@NO,3,22,59,WAS,NO,2,7,23,(7:59) A.Morris left guard to NO 19 for 4 yards (C.Jordan; S.Ellis).,27,14,2012
20120909_WAS@NO,3,22,19,WAS,NO,3,3,19,(7:19) (Shotgun) R.Griffin pass incomplete short left to F.Davis.,27,14,2012
20120909_WAS@NO,3,22,15,WAS,NO,4,3,19,(7:15) B.Cundiff 37 yard field goal is GOOD Center-N.Sundberg Holder-S.Rocca.,27,14,2012
20120909_WAS@NO,3,22,15,WAS,NO,,,19,B.Cundiff kicks 74 yards from WAS 35 to NO -9. D.Sproles to NO 20 for 29 yards (D.Hall). PENALTY on NO-R.Bush Offensive Holding 10 yards enforced at NO 20.,30,14,2012
20120909_WAS@NO,3,22,0,NO,WAS,1,10,90,(7:00) D.Brees pass incomplete to M.Colston. PENALTY on WAS-Mad.Williams Defensive Pass Interference 15 yards enforced at NO 10 - No Play.,14,30,2012
20120909_WAS@NO,3,21,59,NO,WAS,1,10,75,(6:59) P.Thomas right tackle to NO 34 for 9 yards (Mad.Williams).,14,30,2012
20120909_WAS@NO,3,21,22,NO,WAS,2,1,66,(6:22) D.Brees pass incomplete short middle to M.Colston [R.Kerrigan].,14,30,2012
20120909_WAS@NO,3,21,16,NO,WAS,3,1,66,(6:16) M.Ingram right guard to NO 36 for 2 yards (D.Gomes; L.Fletcher).,14,30,2012
20120909_WAS@NO,3,20,45,NO,WAS,1,10,64,(5:45) D.Brees pass short right to D.Henderson to NO 47 for 11 yards (Mad.Williams). NO-D.Henderson was injured during the play. His return is Questionable.  Pass 6 YAC 5,14,30,2012
20120909_WAS@NO,3,20,19,NO,WAS,1,10,53,(5:19) P.Thomas left guard to NO 47 for no gain (D.Gomes). PENALTY on NO-J.Collins Offensive Holding 10 yards enforced at NO 47 - No Play.,14,30,2012
20120909_WAS@NO,3,20,2,NO,WAS,1,20,63,(5:02) D.Brees pass incomplete short left to M.Ingram.,14,30,2012
20120909_WAS@NO,3,19,57,NO,WAS,2,20,63,(4:57) (Shotgun) D.Brees pass incomplete short left to D.Sproles (R.Kerrigan). PENALTY on WAS-J.Jenkins Illegal Use of Hands 5 yards enforced at NO 37 - No Play.,14,30,2012
20120909_WAS@NO,3,19,51,NO,WAS,1,10,58,(4:51) P.Thomas left tackle to NO 41 for -1 yards (D.Hall).,14,30,2012
20120909_WAS@NO,3,19,11,NO,WAS,2,11,59,(4:11) (Shotgun) D.Brees pass deep right to M.Colston to WAS 34 for 25 yards (J.Wilson). Pass 25 YAC 0,14,30,2012
20120909_WAS@NO,3,18,25,NO,WAS,1,10,34,(3:25) (Shotgun) D.Brees pass short right to D.Sproles to WAS 25 for 9 yards (L.Fletcher) [B.Cofield]. Pass 8 YAC 1,14,30,2012
20120909_WAS@NO,3,17,42,NO,WAS,2,1,25,(2:42) (Shotgun) D.Brees pass incomplete deep middle to L.Moore. PENALTY on WAS-D.Gomes Defensive Pass Interference 17 yards enforced at WAS 25 - No Play.,14,30,2012
20120909_WAS@NO,3,17,37,NO,WAS,1,8,8,(2:37) (Shotgun) D.Brees pass incomplete short left to J.Graham (S.Bowen).,14,30,2012
20120909_WAS@NO,3,17,33,NO,WAS,2,8,8,(2:33) D.Brees pass short right to D.Thomas to WAS 3 for 5 yards (D.Gomes). Pass -1 YAC 6,14,30,2012
20120909_WAS@NO,3,16,58,NO,WAS,3,3,3,(1:58) D.Brees pass incomplete short right to D.Sproles (L.Fletcher).,14,30,2012
20120909_WAS@NO,3,16,54,NO,WAS,4,3,3,(1:54) G.Hartley 21 yard field goal is GOOD Center-J.Drescher Holder-C.Daniel.,14,30,2012
20120909_WAS@NO,3,16,54,NO,WAS,,,3,T.Morstead kicks 65 yards from NO 35 to end zone Touchback.,17,30,2012
20120909_WAS@NO,3,16,50,WAS,NO,1,10,80,(1:50) (Shotgun) R.Griffin pass incomplete short right to A.Robinson (P.Robinson).,30,17,2012
20120909_WAS@NO,3,16,43,WAS,NO,2,10,80,(1:43) (Shotgun) A.Morris right end pushed ob at WAS 25 for 5 yards (D.Hawthorne).,30,17,2012
20120909_WAS@NO,3,16,12,WAS,NO,3,5,75,(1:12) (Shotgun) R.Griffin pass incomplete short left to A.Robinson.,30,17,2012
20120909_WAS@NO,3,16,7,WAS,NO,4,5,75,(1:07) S.Rocca punts 46 yards to NO 29 Center-N.Sundberg fair catch by D.Sproles. PENALTY on NO Defensive 12 On-field 5 yards enforced at WAS 25 - No Play.,30,17,2012
20120909_WAS@NO,3,16,0,WAS,NO,1,10,70,(1:00) A.Morris left end to WAS 32 for 2 yards (T.Johnson; W.Smith).,30,17,2012
20120909_WAS@NO,3,15,18,WAS,NO,2,8,68,(:18) A.Morris right end to WAS 43 for 11 yards (W.Smith; R.Harper).,30,17,2012
20120909_WAS@NO,4,15,0,WAS,NO,1,10,57,(15:00) PENALTY on WAS-T.Williams False Start 5 yards enforced at WAS 43 - No Play.,30,17,2012
20120909_WAS@NO,4,15,0,WAS,NO,1,15,62,(15:00) A.Morris left guard to WAS 48 for 10 yards (R.Harper).,30,17,2012
20120909_WAS@NO,4,14,14,WAS,NO,2,5,52,(14:14) A.Morris right end to NO 45 for 7 yards (R.Harper). PENALTY on WAS-K.Lichtensteiger Offensive Holding 10 yards enforced at NO 45.,30,17,2012
20120909_WAS@NO,4,13,50,WAS,NO,2,8,55,(13:50) (Shotgun) R.Griffin pass short left to R.Helu pushed ob at NO 34 for 21 yards (R.Harper). Pass 5 YAC 16,30,17,2012
20120909_WAS@NO,4,13,2,WAS,NO,1,10,34,(13:02) A.Morris right tackle to NO 33 for 1 yard (C.Jordan; B.Bunkley).,30,17,2012
20120909_WAS@NO,4,12,21,WAS,NO,2,9,33,(12:21) A.Morris left end to NO 32 for 1 yard (C.Lofton; D.Hawthorne).,30,17,2012
20120909_WAS@NO,4,11,36,WAS,NO,3,8,32,(11:36) (Shotgun) R.Griffin pass short right to S.Moss to NO 31 for 1 yard (J.Galette). PENALTY on NO Defensive Offside 5 yards enforced at NO 32 - No Play.,30,17,2012
20120909_WAS@NO,4,11,12,WAS,NO,3,3,27,(11:12) (Shotgun) R.Griffin pass incomplete short right to S.Moss.,30,17,2012
20120909_WAS@NO,4,11,3,WAS,NO,4,3,27,(11:03) B.Cundiff 45 yard field goal is GOOD Center-N.Sundberg Holder-S.Rocca.,30,17,2012
20120909_WAS@NO,4,11,3,WAS,NO,,,27,B.Cundiff kicks 74 yards from WAS 35 to NO -9. D.Sproles to NO 39 for 48 yards (R.Crawford). WAS-J.Bernstine was injured during the play. He is Out.,33,17,2012
20120909_WAS@NO,4,10,52,NO,WAS,1,10,61,(10:52) (Shotgun) D.Brees pass incomplete short left to J.Morgan.,17,33,2012
20120909_WAS@NO,4,10,46,NO,WAS,2,10,61,(10:46) (Shotgun) D.Brees pass incomplete short middle to J.Morgan. PENALTY on NO-J.Evans Offensive Holding 10 yards enforced at NO 39 - No Play.,17,33,2012
20120909_WAS@NO,4,10,41,NO,WAS,2,20,71,(10:41) (Shotgun) D.Brees sacked at NO 23 for -6 yards (R.Kerrigan).,17,33,2012
20120909_WAS@NO,4,10,2,NO,WAS,3,26,77,(10:02) (Shotgun) D.Brees pass incomplete short left to M.Colston (J.Wilson). WAS-J.Wilson was injured during the play. His return is Questionable.,17,33,2012
20120909_WAS@NO,4,9,55,NO,WAS,4,26,77,(9:55) T.Morstead punts 57 yards to WAS 20 Center-J.Drescher. B.Banks to WAS 23 for 3 yards (W.Herring). FUMBLES (W.Herring) and recovers at WAS 23. B.Banks to WAS 23 for no gain (I.Abdul-Quddus).,17,33,2012
20120909_WAS@NO,4,9,37,WAS,NO,1,10,77,(9:37) A.Morris right end to WAS 25 for 2 yards (C.Jordan).,33,17,2012
20120909_WAS@NO,4,8,53,WAS,NO,2,8,75,(8:53) A.Morris left guard to WAS 24 for -1 yards (D.Hawthorne).,33,17,2012
20120909_WAS@NO,4,8,14,WAS,NO,3,9,76,(8:14) (Shotgun) R.Griffin pass short right to S.Moss to WAS 30 for 6 yards (J.Murphy). Pass 6 YAC 0,33,17,2012
20120909_WAS@NO,4,8,14,WAS,NO,4,3,70,(8:14) S.Rocca punts 51 yards to NO 19 Center-N.Sundberg downed by WAS-R.Crawford. PENALTY on WAS Ineligible Downfield Kick 5 yards enforced at WAS 30 - No Play. Penalty on WAS Illegal Touch Kick declined.,33,17,2012
20120909_WAS@NO,4,7,35,WAS,NO,4,8,75,(7:35) S.Rocca punts 38 yards to NO 37 Center-N.Sundberg. D.Sproles to NO 42 for 5 yards (R.Doughty).,33,17,2012
20120909_WAS@NO,4,7,23,NO,WAS,1,10,58,(7:23) (Shotgun) D.Brees pass short right to L.Moore ran ob at WAS 46 for 12 yards. Pass 12 YAC 0,17,33,2012
20120909_WAS@NO,4,7,7,NO,WAS,1,10,46,(7:07) (Shotgun) D.Brees pass short right to M.Colston to WAS 33 for 13 yards (D.Hall; J.Wilson). Pass 7 YAC 6,17,33,2012
20120909_WAS@NO,4,6,41,NO,WAS,1,10,33,(6:41) (Shotgun) D.Brees pass incomplete short middle to J.Graham (Mad.Williams).,17,33,2012
20120909_WAS@NO,4,6,37,NO,WAS,2,10,33,(6:37) (Shotgun) D.Brees pass incomplete deep right to J.Morgan (C.Griffin).,17,33,2012
20120909_WAS@NO,4,6,30,NO,WAS,3,10,33,(6:30) (Shotgun) D.Brees pass incomplete short left to L.Moore (B.Orakpo).,17,33,2012
20120909_WAS@NO,4,6,25,NO,WAS,4,10,33,(6:25) (Shotgun) D.Brees pass deep left to L.Moore for 33 yards TOUCHDOWN. Pass 33 YAC 0,17,33,2012
20120909_WAS@NO,4,6,25,NO,WAS,,,33,TWO-POINT CONVERSION ATTEMPT. D.Sproles rushes left guard. ATTEMPT SUCCEEDS.,17,33,2012
20120909_WAS@NO,4,6,25,NO,WAS,,,33,T.Morstead kicks 65 yards from NO 35 to end zone Touchback.,25,33,2012
20120909_WAS@NO,4,6,19,WAS,NO,1,10,80,(6:19) R.Griffin pass short middle to A.Robinson to WAS 33 for 13 yards (M.Jenkins). Pass 13 YAC 0,33,25,2012
20120909_WAS@NO,4,5,42,WAS,NO,1,10,67,(5:42) A.Morris left tackle to WAS 36 for 3 yards (B.Bunkley).,33,25,2012
20120909_WAS@NO,4,4,58,WAS,NO,2,7,64,(4:58) R.Griffin sacked at WAS 27 for -9 yards (P.Robinson).,33,25,2012
20120909_WAS@NO,4,4,20,WAS,NO,3,16,73,(4:20) (Shotgun) R.Griffin scrambles left end to WAS 39 for 12 yards (J.Galette).,33,25,2012
20120909_WAS@NO,4,3,49,WAS,NO,4,4,61,(3:49) S.Rocca punts 43 yards to NO 18 Center-N.Sundberg. D.Sproles to NO 27 for 9 yards (R.Doughty).,33,25,2012
20120909_WAS@NO,4,3,39,NO,WAS,1,10,73,(3:39) (Shotgun) D.Brees pass deep middle intended for L.Moore INTERCEPTED by D.Gomes at WAS 48. D.Gomes pushed ob at NO 3 for 49 yards (J.Morgan).,25,33,2012
20120909_WAS@NO,4,3,23,WAS,NO,1,3,3,(3:23) A.Morris left tackle for 3 yards TOUCHDOWN.,33,25,2012
20120909_WAS@NO,4,3,23,WAS,NO,,,3,B.Cundiff extra point is GOOD Center-N.Sundberg Holder-S.Rocca.,33,25,2012
20120909_WAS@NO,4,3,23,WAS,NO,,,3,B.Cundiff kicks 65 yards from WAS 35 to end zone Touchback.,40,25,2012
20120909_WAS@NO,4,3,18,NO,WAS,1,10,80,(3:18) (Shotgun) D.Brees pass short right to J.Graham pushed ob at NO 32 for 12 yards (P.Riley). Pass 11 YAC 1,25,40,2012
20120909_WAS@NO,4,3,11,NO,WAS,1,10,68,(3:11) (Shotgun) D.Brees pass incomplete short left to M.Colston (J.Wilson).,25,40,2012
20120909_WAS@NO,4,3,9,NO,WAS,2,10,68,(3:09) (Shotgun) D.Brees pass short right to L.Moore ran ob at NO 49 for 17 yards (C.Griffin). Pass 13 YAC 4,25,40,2012
20120909_WAS@NO,4,3,4,NO,WAS,1,10,51,(3:04) (Shotgun) D.Brees pass incomplete short left to J.Graham.,25,40,2012
20120909_WAS@NO,4,3,0,NO,WAS,2,10,51,(3:00) (Shotgun) D.Brees pass incomplete short middle to J.Graham. PENALTY on WAS-Mad.Williams Personal Foul 15 yards enforced at NO 49 - No Play.,25,40,2012
20120909_WAS@NO,4,2,55,NO,WAS,1,10,36,(2:55) (Shotgun) D.Brees pass deep right to L.Moore ran ob at WAS 19 for 17 yards. Pass 17 YAC 0,25,40,2012
20120909_WAS@NO,4,2,47,NO,WAS,1,10,19,(2:47) (Shotgun) D.Brees pass short left to D.Sproles pushed ob at WAS 2 for 17 yards (J.Wilson). WAS-D.Gomes was injured during the play. His return is Probable.  Pass 1 YAC 16,25,40,2012
20120909_WAS@NO,4,2,40,NO,WAS,1,2,2,(2:40) D.Brees pass incomplete short left to M.Colston (B.Orakpo).,25,40,2012
20120909_WAS@NO,4,2,38,NO,WAS,2,2,2,(2:38) (Shotgun) D.Brees pass incomplete short left to D.Sproles (B.Orakpo).,25,40,2012
20120909_WAS@NO,4,2,34,NO,WAS,3,2,2,(2:34) (Shotgun) D.Brees pass incomplete short right to J.Graham.,25,40,2012
20120909_WAS@NO,4,2,29,NO,WAS,4,2,2,(2:29) (Shotgun) D.Brees pass short left to D.Sproles for 2 yards TOUCHDOWN. Pass 0 YAC 2,25,40,2012
20120909_WAS@NO,4,2,29,NO,WAS,,,2,G.Hartley extra point is GOOD Center-J.Drescher Holder-C.Daniel.,25,40,2012
20120909_WAS@NO,4,2,29,NO,WAS,,,2,T.Morstead kicks 65 yards from NO 35 to end zone Touchback.,32,40,2012
20120909_WAS@NO,4,2,25,WAS,NO,1,10,80,(2:25) A.Morris left end to WAS 17 for -3 yards (W.Smith; R.Harper).,40,32,2012
20120909_WAS@NO,4,2,22,WAS,NO,2,13,83,(2:22) R.Griffin pass short middle to L.Paulsen to WAS 39 for 22 yards (M.Jenkins; W.Herring). Pass 11 YAC 11,40,32,2012
20120909_WAS@NO,4,2,13,WAS,NO,1,10,61,(2:13) A.Morris right end to WAS 39 for no gain (C.Lofton; C.Jordan).,40,32,2012
20120909_WAS@NO,4,2,0,WAS,NO,2,10,61,(2:00) D.Young right guard to WAS 40 for 1 yard (W.Herring; C.Jordan).,40,32,2012
20120909_WAS@NO,4,1,17,WAS,NO,3,9,60,(1:17) A.Morris right guard to WAS 42 for 2 yards (S.Ellis; M.Jenkins).,40,32,2012
20120909_WAS@NO,4,0,28,WAS,NO,4,7,58,(:28) S.Rocca punts 58 yards to end zone Center-N.Sundberg Touchback.,40,32,2012
20120909_WAS@NO,4,0,22,NO,WAS,1,10,80,(:22) (Shotgun) D.Brees pass short right to L.Moore pushed ob at NO 35 for 15 yards (Mad.Williams). Pass 15 YAC 0,32,40,2012
20120909_WAS@NO,4,0,16,NO,WAS,1,10,65,(:16) (Shotgun) D.Brees pass deep middle to L.Moore to WAS 39 for 26 yards. Pass 24 YAC 2,32,40,2012
20120909_WAS@NO,4,0,2,NO,WAS,1,10,39,(:02) D.Brees spiked the ball to stop the clock.,32,40,2012
20120909_WAS@NO,4,0,1,NO,WAS,2,10,39,(:01) (Shotgun) D.Brees pass short right INTERCEPTED by R.Doughty (C.Griffin) at WAS 39. R.Doughty to WAS 3 for -36 yards (J.Morgan).,32,40,2012
20120909_WAS@NO,4,0,1,NO,WAS,,,39,                      ,32,40,2012
20120909_BUF@NYJ,1,0,0,BUF,NYJ,,,39,J.Potter kicks 70 yards from BUF 35 to NYJ -5. J.McKnight to NYJ 19 for 24 yards (C.White).,0,0,2012
20120909_BUF@NYJ,1,59,57,NYJ,BUF,1,10,81,(14:57) M.Sanchez pass incomplete short left to S.Hill.,0,0,2012
