"trip_id","arrival_time","departure_time","stop_id","stop_sequence","stop_headsign","pickup_type","drop_off_type","timepoint"
"CR-Saturday-Fall-16-1501","7:12:00","7:12:00","Wellesley Hills",8,"",0,0,1
"CR-Saturday-Fall-16-1501","7:15:00","7:15:00","Wellesley Square",9,"",0,0,1
"CR-Saturday-Fall-16-1501","7:20:00","7:20:00","Natick Center",10,"",0,0,1
"CR-Saturday-Fall-16-1501","7:26:00","7:26:00","West Natick",11,"",0,0,1
"CR-Saturday-Fall-16-1501","7:31:00","7:31:00","Framingham",12,"",0,0,1
"CR-Saturday-Fall-16-1501","7:37:00","7:37:00","Ashland",13,"",0,0,1
"CR-Saturday-Fall-16-1501","7:41:00","7:41:00","Southborough",14,"",0,0,1
"CR-Saturday-Fall-16-1501","7:50:00","7:50:00","Westborough",15,"",0,0,1
"CR-Saturday-Fall-16-1501","7:55:00","7:55:00","Grafton",16,"",0,0,1
"CR-Saturday-Fall-16-1501","8:10:00","8:10:00","Worcester",17,"",1,0,0
"CR-Saturday-Fall-16-1502","10:01:00","10:01:00","Newtonville",14,"",3,3,1
"CR-Saturday-Fall-16-1502","10:11:00","10:11:00","Yawkey",15,"",0,0,0
"CR-Saturday-Fall-16-1502","10:15:00","10:15:00","Back Bay",16,"",0,0,0
"CR-Saturday-Fall-16-1502","10:20:00","10:20:00","South Station",17,"",1,0,0
"CR-Saturday-Fall-16-1502","8:50:00","8:50:00","Worcester",1,"",0,1,1
"CR-Saturday-Fall-16-1502","9:03:00","9:03:00","Grafton",2,"",0,0,1
"CR-Saturday-Fall-16-1502","9:07:00","9:07:00","Westborough",3,"",0,0,1
"CR-Saturday-Fall-16-1502","9:15:00","9:15:00","Southborough",4,"",0,0,1
"CR-Saturday-Fall-16-1502","9:20:00","9:20:00","Ashland",5,"",0,0,1
"CR-Saturday-Fall-16-1502","9:30:00","9:30:00","Framingham",6,"",0,0,1
"CR-Saturday-Fall-16-1502","9:34:00","9:34:00","West Natick",7,"",0,0,1
"CR-Saturday-Fall-16-1502","9:39:00","9:39:00","Natick Center",8,"",0,0,1
"CR-Saturday-Fall-16-1502","9:44:00","9:44:00","Wellesley Square",9,"",0,0,1
"CR-Saturday-Fall-16-1502","9:47:00","9:47:00","Wellesley Hills",10,"",0,0,1
"CR-Saturday-Fall-16-1502","9:50:00","9:50:00","Wellesley Farms",11,"",0,0,1
"CR-Saturday-Fall-16-1502","9:55:00","9:55:00","Auburndale",12,"",3,3,1
"CR-Saturday-Fall-16-1502","9:58:00","9:58:00","West Newton",13,"",3,3,1
"CR-Saturday-Fall-16-1503","10:10:00","10:10:00","Worcester",17,"",1,0,0
"CR-Saturday-Fall-16-1503","8:40:00","8:40:00","South Station",1,"",0,1,1
"CR-Saturday-Fall-16-1503","8:46:00","8:46:00","Back Bay",2,"",0,0,1
"CR-Saturday-Fall-16-1503","8:50:00","8:50:00","Yawkey",3,"",0,0,1
"CR-Saturday-Fall-16-1503","8:58:00","8:58:00","Newtonville",4,"",3,3,1
"CR-Saturday-Fall-16-1503","9:01:00","9:01:00","West Newton",5,"",3,3,1
"CR-Saturday-Fall-16-1503","9:04:00","9:04:00","Auburndale",6,"",3,3,1
"CR-Saturday-Fall-16-1503","9:09:00","9:09:00","Wellesley Farms",7,"",0,0,1
"CR-Saturday-Fall-16-1503","9:12:00","9:12:00","Wellesley Hills",8,"",0,0,1
"CR-Saturday-Fall-16-1503","9:15:00","9:15:00","Wellesley Square",9,"",0,0,1
"CR-Saturday-Fall-16-1503","9:20:00","9:20:00","Natick Center",10,"",0,0,1
"CR-Saturday-Fall-16-1503","9:26:00","9:26:00","West Natick",11,"",0,0,1
"CR-Saturday-Fall-16-1503","9:31:00","9:31:00","Framingham",12,"",0,0,1
"CR-Saturday-Fall-16-1503","9:37:00","9:37:00","Ashland",13,"",0,0,1
"CR-Saturday-Fall-16-1503","9:41:00","9:41:00","Southborough",14,"",0,0,1
"CR-Saturday-Fall-16-1503","9:50:00","9:50:00","Westborough",15,"",0,0,1
"CR-Saturday-Fall-16-1503","9:55:00","9:55:00","Grafton",16,"",0,0,1
"CR-Saturday-Fall-16-1504","10:50:00","10:50:00","Worcester",1,"",0,1,1
"CR-Saturday-Fall-16-1504","11:03:00","11:03:00","Grafton",2,"",0,0,1
"CR-Saturday-Fall-16-1504","11:07:00","11:07:00","Westborough",3,"",0,0,1
"CR-Saturday-Fall-16-1504","11:15:00","11:15:00","Southborough",4,"",0,0,1
"CR-Saturday-Fall-16-1504","11:20:00","11:20:00","Ashland",5,"",0,0,1
"CR-Saturday-Fall-16-1504","11:30:00","11:30:00","Framingham",6,"",0,0,1
"CR-Saturday-Fall-16-1504","11:34:00","11:34:00","West Natick",7,"",0,0,1
"CR-Saturday-Fall-16-1504","11:39:00","11:39:00","Natick Center",8,"",0,0,1
"CR-Saturday-Fall-16-1504","11:44:00","11:44:00","Wellesley Square",9,"",0,0,1
"CR-Saturday-Fall-16-1504","11:47:00","11:47:00","Wellesley Hills",10,"",0,0,1
"CR-Saturday-Fall-16-1504","11:50:00","11:50:00","Wellesley Farms",11,"",0,0,1
"CR-Saturday-Fall-16-1504","11:55:00","11:55:00","Auburndale",12,"",3,3,1
"CR-Saturday-Fall-16-1504","11:58:00","11:58:00","West Newton",13,"",3,3,1
"CR-Saturday-Fall-16-1504","12:01:00","12:01:00","Newtonville",14,"",3,3,1
"CR-Saturday-Fall-16-1504","12:11:00","12:11:00","Yawkey",15,"",0,0,0
"CR-Saturday-Fall-16-1504","12:15:00","12:15:00","Back Bay",16,"",0,0,0
"CR-Saturday-Fall-16-1504","12:20:00","12:20:00","South Station",17,"",1,0,0
"CR-Saturday-Fall-16-1505","10:40:00","10:40:00","South Station",1,"",0,1,1
"CR-Saturday-Fall-16-1505","10:46:00","10:46:00","Back Bay",2,"",0,0,1
"CR-Saturday-Fall-16-1505","10:50:00","10:50:00","Yawkey",3,"",0,0,1
"CR-Saturday-Fall-16-1505","10:58:00","10:58:00","Newtonville",4,"",3,3,1
"CR-Saturday-Fall-16-1505","11:01:00","11:01:00","West Newton",5,"",3,3,1
"CR-Saturday-Fall-16-1505","11:04:00","11:04:00","Auburndale",6,"",3,3,1
"CR-Saturday-Fall-16-1505","11:09:00","11:09:00","Wellesley Farms",7,"",0,0,1
"CR-Saturday-Fall-16-1505","11:12:00","11:12:00","Wellesley Hills",8,"",0,0,1
"CR-Saturday-Fall-16-1505","11:15:00","11:15:00","Wellesley Square",9,"",0,0,1
"CR-Saturday-Fall-16-1505","11:20:00","11:20:00","Natick Center",10,"",0,0,1
"CR-Saturday-Fall-16-1505","11:26:00","11:26:00","West Natick",11,"",0,0,1
"CR-Saturday-Fall-16-1505","11:31:00","11:31:00","Framingham",12,"",0,0,1
"CR-Saturday-Fall-16-1505","11:37:00","11:37:00","Ashland",13,"",0,0,1
"CR-Saturday-Fall-16-1505","11:41:00","11:41:00","Southborough",14,"",0,0,1
"CR-Saturday-Fall-16-1505","11:50:00","11:50:00","Westborough",15,"",0,0,1
"CR-Saturday-Fall-16-1505","11:55:00","11:55:00","Grafton",16,"",0,0,1
"CR-Saturday-Fall-16-1505","12:10:00","12:10:00","Worcester",17,"",1,0,0
"CR-Saturday-Fall-16-1506","12:50:00","12:50:00","Worcester",1,"",0,1,1
"CR-Saturday-Fall-16-1506","13:03:00","13:03:00","Grafton",2,"",0,0,1
"CR-Saturday-Fall-16-1506","13:07:00","13:07:00","Westborough",3,"",0,0,1
"CR-Saturday-Fall-16-1506","13:15:00","13:15:00","Southborough",4,"",0,0,1
"CR-Saturday-Fall-16-1506","13:20:00","13:20:00","Ashland",5,"",0,0,1
"CR-Saturday-Fall-16-1506","13:30:00","13:30:00","Framingham",6,"",0,0,1
"CR-Saturday-Fall-16-1506","13:34:00","13:34:00","West Natick",7,"",0,0,1
"CR-Saturday-Fall-16-1506","13:39:00","13:39:00","Natick Center",8,"",0,0,1
"CR-Saturday-Fall-16-1506","13:44:00","13:44:00","Wellesley Square",9,"",0,0,1
"CR-Saturday-Fall-16-1506","13:47:00","13:47:00","Wellesley Hills",10,"",0,0,1
"CR-Saturday-Fall-16-1506","13:50:00","13:50:00","Wellesley Farms",11,"",0,0,1
"CR-Saturday-Fall-16-1506","13:55:00","13:55:00","Auburndale",12,"",3,3,1
"CR-Saturday-Fall-16-1506","13:58:00","13:58:00","West Newton",13,"",3,3,1
"CR-Saturday-Fall-16-1506","14:01:00","14:01:00","Newtonville",14,"",3,3,1
"CR-Saturday-Fall-16-1506","14:11:00","14:11:00","Yawkey",15,"",0,0,0
"CR-Saturday-Fall-16-1506","14:15:00","14:15:00","Back Bay",16,"",0,0,0
"CR-Saturday-Fall-16-1506","14:20:00","14:20:00","South Station",17,"",1,0,0
"CR-Saturday-Fall-16-1507","12:40:00","12:40:00","South Station",1,"",0,1,1
"CR-Saturday-Fall-16-1507","12:46:00","12:46:00","Back Bay",2,"",0,0,1
"CR-Saturday-Fall-16-1507","12:50:00","12:50:00","Yawkey",3,"",0,0,1
"CR-Saturday-Fall-16-1507","12:58:00","12:58:00","Newtonville",4,"",3,3,1
"CR-Saturday-Fall-16-1507","13:01:00","13:01:00","West Newton",5,"",3,3,1
"CR-Saturday-Fall-16-1507","13:04:00","13:04:00","Auburndale",6,"",3,3,1
"CR-Saturday-Fall-16-1507","13:09:00","13:09:00","Wellesley Farms",7,"",0,0,1
"CR-Saturday-Fall-16-1507","13:12:00","13:12:00","Wellesley Hills",8,"",0,0,1
"CR-Saturday-Fall-16-1507","13:15:00","13:15:00","Wellesley Square",9,"",0,0,1
"CR-Saturday-Fall-16-1507","13:20:00","13:20:00","Natick Center",10,"",0,0,1
"CR-Saturday-Fall-16-1507","13:26:00","13:26:00","West Natick",11,"",0,0,1
"CR-Saturday-Fall-16-1507","13:31:00","13:31:00","Framingham",12,"",0,0,1
"CR-Saturday-Fall-16-1507","13:37:00","13:37:00","Ashland",13,"",0,0,1
"CR-Saturday-Fall-16-1507","13:41:00","13:41:00","Southborough",14,"",0,0,1
"CR-Saturday-Fall-16-1507","13:50:00","13:50:00","Westborough",15,"",0,0,1
"CR-Saturday-Fall-16-1507","13:55:00","13:55:00","Grafton",16,"",0,0,1
"CR-Saturday-Fall-16-1507","14:10:00","14:10:00","Worcester",17,"",1,0,0
"CR-Saturday-Fall-16-1508","14:30:00","14:30:00","Worcester",1,"",0,1,1
"CR-Saturday-Fall-16-1508","14:43:00","14:43:00","Grafton",2,"",0,0,1
"CR-Saturday-Fall-16-1508","14:47:00","14:47:00","Westborough",3,"",0,0,1
"CR-Saturday-Fall-16-1508","14:55:00","14:55:00","Southborough",4,"",0,0,1
"CR-Saturday-Fall-16-1508","15:00:00","15:00:00","Ashland",5,"",0,0,1
"CR-Saturday-Fall-16-1508","15:10:00","15:10:00","Framingham",6,"",0,0,1
"CR-Saturday-Fall-16-1508","15:14:00","15:14:00","West Natick",7,"",0,0,1
"CR-Saturday-Fall-16-1508","15:19:00","15:19:00","Natick Center",8,"",0,0,1
"CR-Saturday-Fall-16-1508","15:24:00","15:24:00","Wellesley Square",9,"",0,0,1
"CR-Saturday-Fall-16-1508","15:27:00","15:27:00","Wellesley Hills",10,"",0,0,1
"CR-Saturday-Fall-16-1508","15:30:00","15:30:00","Wellesley Farms",11,"",0,0,1
"CR-Saturday-Fall-16-1508","15:35:00","15:35:00","Auburndale",12,"",3,3,1
"CR-Saturday-Fall-16-1508","15:38:00","15:38:00","West Newton",13,"",3,3,1
"CR-Saturday-Fall-16-1508","15:41:00","15:41:00","Newtonville",14,"",3,3,1
"CR-Saturday-Fall-16-1508","15:51:00","15:51:00","Yawkey",15,"",0,0,0
"CR-Saturday-Fall-16-1508","15:55:00","15:55:00","Back Bay",16,"",0,0,0
"CR-Saturday-Fall-16-1508","16:00:00","16:00:00","South Station",17,"",1,0,0
"CR-Saturday-Fall-16-1509","14:20:00","14:20:00","South Station",1,"",0,1,1
"CR-Saturday-Fall-16-1509","14:26:00","14:26:00","Back Bay",2,"",0,0,1
"CR-Saturday-Fall-16-1509","14:30:00","14:30:00","Yawkey",3,"",0,0,1
"CR-Saturday-Fall-16-1509","14:38:00","14:38:00","Newtonville",4,"",3,3,1
"CR-Saturday-Fall-16-1509","14:41:00","14:41:00","West Newton",5,"",3,3,1
"CR-Saturday-Fall-16-1509","14:44:00","14:44:00","Auburndale",6,"",3,3,1
"CR-Saturday-Fall-16-1509","14:49:00","14:49:00","Wellesley Farms",7,"",0,0,1
"CR-Saturday-Fall-16-1509","14:52:00","14:52:00","Wellesley Hills",8,"",0,0,1
"CR-Saturday-Fall-16-1509","14:55:00","14:55:00","Wellesley Square",9,"",0,0,1
"CR-Saturday-Fall-16-1509","15:00:00","15:00:00","Natick Center",10,"",0,0,1
"CR-Saturday-Fall-16-1509","15:06:00","15:06:00","West Natick",11,"",0,0,1
"CR-Saturday-Fall-16-1509","15:11:00","15:11:00","Framingham",12,"",0,0,1
"CR-Saturday-Fall-16-1509","15:17:00","15:17:00","Ashland",13,"",0,0,1
"CR-Saturday-Fall-16-1509","15:21:00","15:21:00","Southborough",14,"",0,0,1
"CR-Saturday-Fall-16-1509","15:30:00","15:30:00","Westborough",15,"",0,0,1
"CR-Saturday-Fall-16-1509","15:35:00","15:35:00","Grafton",16,"",0,0,1
"CR-Saturday-Fall-16-1509","15:50:00","15:50:00","Worcester",17,"",1,0,0
"CR-Saturday-Fall-16-1510","16:30:00","16:30:00","Worcester",1,"",0,1,1
"CR-Saturday-Fall-16-1510","16:43:00","16:43:00","Grafton",2,"",0,0,1
"CR-Saturday-Fall-16-1510","16:47:00","16:47:00","Westborough",3,"",0,0,1
"CR-Saturday-Fall-16-1510","16:55:00","16:55:00","Southborough",4,"",0,0,1
"CR-Saturday-Fall-16-1510","17:00:00","17:00:00","Ashland",5,"",0,0,1
"CR-Saturday-Fall-16-1510","17:10:00","17:10:00","Framingham",6,"",0,0,1
"CR-Saturday-Fall-16-1510","17:14:00","17:14:00","West Natick",7,"",0,0,1
"CR-Saturday-Fall-16-1510","17:19:00","17:19:00","Natick Center",8,"",0,0,1
"CR-Saturday-Fall-16-1510","17:24:00","17:24:00","Wellesley Square",9,"",0,0,1
"CR-Saturday-Fall-16-1510","17:27:00","17:27:00","Wellesley Hills",10,"",0,0,1
"CR-Saturday-Fall-16-1510","17:30:00","17:30:00","Wellesley Farms",11,"",0,0,1
"CR-Saturday-Fall-16-1510","17:35:00","17:35:00","Auburndale",12,"",3,3,1
"CR-Saturday-Fall-16-1510","17:38:00","17:38:00","West Newton",13,"",3,3,1
"CR-Saturday-Fall-16-1510","17:41:00","17:41:00","Newtonville",14,"",3,3,1
"CR-Saturday-Fall-16-1510","17:51:00","17:51:00","Yawkey",15,"",0,0,0
"CR-Saturday-Fall-16-1510","17:55:00","17:55:00","Back Bay",16,"",0,0,0
"CR-Saturday-Fall-16-1510","18:00:00","18:00:00","South Station",17,"",1,0,0
"CR-Saturday-Fall-16-1511","16:20:00","16:20:00","South Station",1,"",0,1,1
"CR-Saturday-Fall-16-1511","16:26:00","16:26:00","Back Bay",2,"",0,0,1
"CR-Saturday-Fall-16-1511","16:30:00","16:30:00","Yawkey",3,"",0,0,1
"CR-Saturday-Fall-16-1511","16:38:00","16:38:00","Newtonville",4,"",3,3,1
"CR-Saturday-Fall-16-1511","16:41:00","16:41:00","West Newton",5,"",3,3,1
"CR-Saturday-Fall-16-1511","16:44:00","16:44:00","Auburndale",6,"",3,3,1
"CR-Saturday-Fall-16-1511","16:49:00","16:49:00","Wellesley Farms",7,"",0,0,1
"CR-Saturday-Fall-16-1511","16:52:00","16:52:00","Wellesley Hills",8,"",0,0,1
"CR-Saturday-Fall-16-1511","16:55:00","16:55:00","Wellesley Square",9,"",0,0,1
"CR-Saturday-Fall-16-1511","17:00:00","17:00:00","Natick Center",10,"",0,0,1
"CR-Saturday-Fall-16-1511","17:06:00","17:06:00","West Natick",11,"",0,0,1
"CR-Saturday-Fall-16-1511","17:11:00","17:11:00","Framingham",12,"",0,0,1
"CR-Saturday-Fall-16-1511","17:17:00","17:17:00","Ashland",13,"",0,0,1
"CR-Saturday-Fall-16-1511","17:21:00","17:21:00","Southborough",14,"",0,0,1
"CR-Saturday-Fall-16-1511","17:30:00","17:30:00","Westborough",15,"",0,0,1
"CR-Saturday-Fall-16-1511","17:35:00","17:35:00","Grafton",16,"",0,0,1
"CR-Saturday-Fall-16-1511","17:50:00","17:50:00","Worcester",17,"",1,0,0
"CR-Saturday-Fall-16-1512","18:30:00","18:30:00","Worcester",1,"",0,1,1
"CR-Saturday-Fall-16-1512","18:43:00","18:43:00","Grafton",2,"",0,0,1
"CR-Saturday-Fall-16-1512","18:47:00","18:47:00","Westborough",3,"",0,0,1
"CR-Saturday-Fall-16-1512","18:55:00","18:55:00","Southborough",4,"",0,0,1
"CR-Saturday-Fall-16-1512","19:00:00","19:00:00","Ashland",5,"",0,0,1
"CR-Saturday-Fall-16-1512","19:10:00","19:10:00","Framingham",6,"",0,0,1
"CR-Saturday-Fall-16-1512","19:14:00","19:14:00","West Natick",7,"",0,0,1
"CR-Saturday-Fall-16-1512","19:19:00","19:19:00","Natick Center",8,"",0,0,1
"CR-Saturday-Fall-16-1512","19:24:00","19:24:00","Wellesley Square",9,"",0,0,1
"CR-Saturday-Fall-16-1512","19:27:00","19:27:00","Wellesley Hills",10,"",0,0,1
"CR-Saturday-Fall-16-1512","19:30:00","19:30:00","Wellesley Farms",11,"",0,0,1
"CR-Saturday-Fall-16-1512","19:35:00","19:35:00","Auburndale",12,"",3,3,1
"CR-Saturday-Fall-16-1512","19:38:00","19:38:00","West Newton",13,"",3,3,1
"CR-Saturday-Fall-16-1512","19:41:00","19:41:00","Newtonville",14,"",3,3,1
"CR-Saturday-Fall-16-1512","19:51:00","19:51:00","Yawkey",15,"",0,0,0
"CR-Saturday-Fall-16-1512","19:55:00","19:55:00","Back Bay",16,"",0,0,0
"CR-Saturday-Fall-16-1512","20:00:00","20:00:00","South Station",17,"",1,0,0
"CR-Saturday-Fall-16-1513","18:20:00","18:20:00","South Station",1,"",0,1,1
"CR-Saturday-Fall-16-1513","18:26:00","18:26:00","Back Bay",2,"",0,0,1
"CR-Saturday-Fall-16-1513","18:30:00","18:30:00","Yawkey",3,"",0,0,1
"CR-Saturday-Fall-16-1513","18:38:00","18:38:00","Newtonville",4,"",3,3,1
"CR-Saturday-Fall-16-1513","18:41:00","18:41:00","West Newton",5,"",3,3,1
"CR-Saturday-Fall-16-1513","18:44:00","18:44:00","Auburndale",6,"",3,3,1
"CR-Saturday-Fall-16-1513","18:49:00","18:49:00","Wellesley Farms",7,"",0,0,1
"CR-Saturday-Fall-16-1513","18:52:00","18:52:00","Wellesley Hills",8,"",0,0,1
"CR-Saturday-Fall-16-1513","18:55:00","18:55:00","Wellesley Square",9,"",0,0,1
"CR-Saturday-Fall-16-1513","19:00:00","19:00:00","Natick Center",10,"",0,0,1
"CR-Saturday-Fall-16-1513","19:06:00","19:06:00","West Natick",11,"",0,0,1
"CR-Saturday-Fall-16-1513","19:11:00","19:11:00","Framingham",12,"",0,0,1
"CR-Saturday-Fall-16-1513","19:17:00","19:17:00","Ashland",13,"",0,0,1
"CR-Saturday-Fall-16-1513","19:21:00","19:21:00","Southborough",14,"",0,0,1
"CR-Saturday-Fall-16-1513","19:30:00","19:30:00","Westborough",15,"",0,0,1
"CR-Saturday-Fall-16-1513","19:35:00","19:35:00","Grafton",16,"",0,0,1
"CR-Saturday-Fall-16-1513","19:50:00","19:50:00","Worcester",17,"",1,0,0
"CR-Saturday-Fall-16-1514","20:30:00","20:30:00","Worcester",1,"",0,1,1
"CR-Saturday-Fall-16-1514","20:43:00","20:43:00","Grafton",2,"",0,0,1
"CR-Saturday-Fall-16-1514","20:47:00","20:47:00","Westborough",3,"",0,0,1
"CR-Saturday-Fall-16-1514","20:55:00","20:55:00","Southborough",4,"",0,0,1
"CR-Saturday-Fall-16-1514","21:00:00","21:00:00","Ashland",5,"",0,0,1
"CR-Saturday-Fall-16-1514","21:10:00","21:10:00","Framingham",6,"",0,0,1
"CR-Saturday-Fall-16-1514","21:14:00","21:14:00","West Natick",7,"",0,0,1
"CR-Saturday-Fall-16-1514","21:19:00","21:19:00","Natick Center",8,"",0,0,1
"CR-Saturday-Fall-16-1514","21:24:00","21:24:00","Wellesley Square",9,"",0,0,1
"CR-Saturday-Fall-16-1514","21:27:00","21:27:00","Wellesley Hills",10,"",0,0,1
"CR-Saturday-Fall-16-1514","21:30:00","21:30:00","Wellesley Farms",11,"",0,0,1
"CR-Saturday-Fall-16-1514","21:35:00","21:35:00","Auburndale",12,"",3,3,1
"CR-Saturday-Fall-16-1514","21:38:00","21:38:00","West Newton",13,"",3,3,1
"CR-Saturday-Fall-16-1514","21:41:00","21:41:00","Newtonville",14,"",3,3,1
"CR-Saturday-Fall-16-1514","21:51:00","21:51:00","Yawkey",15,"",0,0,0
"CR-Saturday-Fall-16-1514","21:55:00","21:55:00","Back Bay",16,"",0,0,0
"CR-Saturday-Fall-16-1514","22:00:00","22:00:00","South Station",17,"",1,0,0
"CR-Saturday-Fall-16-1515","20:20:00","20:20:00","South Station",1,"",0,1,1
"CR-Saturday-Fall-16-1515","20:26:00","20:26:00","Back Bay",2,"",0,0,1
"CR-Saturday-Fall-16-1515","20:30:00","20:30:00","Yawkey",3,"",0,0,1
"CR-Saturday-Fall-16-1515","20:38:00","20:38:00","Newtonville",4,"",3,3,1
"CR-Saturday-Fall-16-1515","20:41:00","20:41:00","West Newton",5,"",3,3,1
"CR-Saturday-Fall-16-1515","20:44:00","20:44:00","Auburndale",6,"",3,3,1
"CR-Saturday-Fall-16-1515","20:49:00","20:49:00","Wellesley Farms",7,"",0,0,1
"CR-Saturday-Fall-16-1515","20:52:00","20:52:00","Wellesley Hills",8,"",0,0,1
"CR-Saturday-Fall-16-1515","20:55:00","20:55:00","Wellesley Square",9,"",0,0,1
"CR-Saturday-Fall-16-1515","21:00:00","21:00:00","Natick Center",10,"",0,0,1
"CR-Saturday-Fall-16-1515","21:06:00","21:06:00","West Natick",11,"",0,0,1
"CR-Saturday-Fall-16-1515","21:11:00","21:11:00","Framingham",12,"",0,0,1
"CR-Saturday-Fall-16-1515","21:17:00","21:17:00","Ashland",13,"",0,0,1
"CR-Saturday-Fall-16-1515","21:21:00","21:21:00","Southborough",14,"",0,0,1
"CR-Saturday-Fall-16-1515","21:30:00","21:30:00","Westborough",15,"",0,0,1
"CR-Saturday-Fall-16-1515","21:35:00","21:35:00","Grafton",16,"",0,0,1
"CR-Saturday-Fall-16-1515","21:50:00","21:50:00","Worcester",17,"",1,0,0
"CR-Saturday-Fall-16-1516","23:00:00","23:00:00","Worcester",1,"",0,1,1
"CR-Saturday-Fall-16-1516","23:13:00","23:13:00","Grafton",2,"",3,3,1
"CR-Saturday-Fall-16-1516","23:17:00","23:17:00","Westborough",3,"",3,3,1
"CR-Saturday-Fall-16-1516","23:25:00","23:25:00","Southborough",4,"",3,3,1
"CR-Saturday-Fall-16-1516","23:30:00","23:30:00","Ashland",5,"",3,3,1
"CR-Saturday-Fall-16-1516","23:40:00","23:40:00","Framingham",6,"",3,3,1
"CR-Saturday-Fall-16-1516","23:44:00","23:44:00","West Natick",7,"",3,3,1
"CR-Saturday-Fall-16-1516","23:49:00","23:49:00","Natick Center",8,"",3,3,1
"CR-Saturday-Fall-16-1516","23:54:00","23:54:00","Wellesley Square",9,"",3,3,1
"CR-Saturday-Fall-16-1516","23:57:00","23:57:00","Wellesley Hills",10,"",3,3,1
"CR-Saturday-Fall-16-1516","24:00:00","24:00:00","Wellesley Farms",11,"",3,3,1
"CR-Saturday-Fall-16-1516","24:05:00","24:05:00","Auburndale",12,"",3,3,1
"CR-Saturday-Fall-16-1516","24:08:00","24:08:00","West Newton",13,"",3,3,1
"CR-Saturday-Fall-16-1516","24:11:00","24:11:00","Newtonville",14,"",3,3,1
"CR-Saturday-Fall-16-1516","24:21:00","24:21:00","Yawkey",15,"",0,0,0
"CR-Saturday-Fall-16-1516","24:25:00","24:25:00","Back Bay",16,"",0,0,0
"CR-Saturday-Fall-16-1516","24:30:00","24:30:00","South Station",17,"",1,0,0
"CR-Saturday-Fall-16-1517","22:40:00","22:40:00","South Station",1,"",0,1,1
"CR-Saturday-Fall-16-1517","22:46:00","22:46:00","Back Bay",2,"",0,0,1
"CR-Saturday-Fall-16-1517","22:50:00","22:50:00","Yawkey",3,"",0,0,1
"CR-Saturday-Fall-16-1517","22:58:00","22:58:00","Newtonville",4,"",3,3,1
"CR-Saturday-Fall-16-1517","23:01:00","23:01:00","West Newton",5,"",3,3,1
"CR-Saturday-Fall-16-1517","23:04:00","23:04:00","Auburndale",6,"",3,3,1
"CR-Saturday-Fall-16-1517","23:09:00","23:09:00","Wellesley Farms",7,"",0,0,1
"CR-Saturday-Fall-16-1517","23:12:00","23:12:00","Wellesley Hills",8,"",0,0,1
"CR-Saturday-Fall-16-1517","23:15:00","23:15:00","Wellesley Square",9,"",0,0,1
"CR-Saturday-Fall-16-1517","23:20:00","23:20:00","Natick Center",10,"",0,0,1
"CR-Saturday-Fall-16-1517","23:26:00","23:26:00","West Natick",11,"",0,0,1
"CR-Saturday-Fall-16-1517","23:31:00","23:31:00","Framingham",12,"",0,0,1
"CR-Saturday-Fall-16-1517","23:37:00","23:37:00","Ashland",13,"",0,0,1
"CR-Saturday-Fall-16-1517","23:41:00","23:41:00","Southborough",14,"",0,0,1
"CR-Saturday-Fall-16-1517","23:50:00","23:50:00","Westborough",15,"",0,0,1
"CR-Saturday-Fall-16-1517","23:55:00","23:55:00","Grafton",16,"",0,0,1
"CR-Saturday-Fall-16-1517","24:10:00","24:10:00","Worcester",17,"",1,0,0
"CR-Saturday-Fall-16-1601","7:10:00","7:10:00","South Station",1,"",0,1,1
"CR-Saturday-Fall-16-1601","7:15:00","7:15:00","Back Bay",2,"",0,0,1
"CR-Saturday-Fall-16-1601","7:18:00","7:18:00","Ruggles",3,"",0,0,1
"CR-Saturday-Fall-16-1601","7:24:00","7:24:00","Forest Hills",4,"",0,0,1
"CR-Saturday-Fall-16-1601","7:28:00","7:28:00","Roslindale Village",5,"",0,0,1
"CR-Saturday-Fall-16-1601","7:30:00","7:30:00","Bellevue",6,"",0,0,1
"CR-Saturday-Fall-16-1601","7:33:00","7:33:00","Highland",7,"",0,0,1
"CR-Saturday-Fall-16-1601","7:35:00","7:35:00","West Roxbury",8,"",0,0,1
"CR-Saturday-Fall-16-1601","7:39:00","7:39:00","Hersey",9,"",0,0,1
"CR-Saturday-Fall-16-1601","7:42:00","7:42:00","Needham Junction",10,"",0,0,1
"CR-Saturday-Fall-16-1601","7:46:00","7:46:00","Needham Center",11,"",0,0,1
"CR-Saturday-Fall-16-1601","7:50:00","7:50:00","Needham Heights",12,"",1,0,0
"CR-Saturday-Fall-16-1602","8:00:00","8:00:00","Needham Heights",1,"",0,1,1
"CR-Saturday-Fall-16-1602","8:05:00","8:05:00","Needham Center",2,"",0,0,1
"CR-Saturday-Fall-16-1602","8:08:00","8:08:00","Needham Junction",3,"",0,0,1
"CR-Saturday-Fall-16-1602","8:11:00","8:11:00","Hersey",4,"",0,0,1
"CR-Saturday-Fall-16-1602","8:16:00","8:16:00","West Roxbury",5,"",0,0,1
"CR-Saturday-Fall-16-1602","8:18:00","8:18:00","Highland",6,"",0,0,1
"CR-Saturday-Fall-16-1602","8:20:00","8:20:00","Bellevue",7,"",0,0,1
"CR-Saturday-Fall-16-1602","8:22:00","8:22:00","Roslindale Village",8,"",0,0,1
"CR-Saturday-Fall-16-1602","8:26:00","8:26:00","Forest Hills",9,"",0,0,1
