Country,City,AccentCity,Region,Population,Latitude,Longitude
tw,jenhua,Jenhua,04,,23.9666667,121.5833333
uy,sauce del yi,Sauce del Yi,07,,-33.4666667,-55.6166667
ee,walk,Walk,19,,57.7744444,26.0452778
pa,calidonia,Calidonia,08,,8.9666667,-79.55
af,qategha,Qategha,08,,33.742578,67.422101
my,rumah manggoi,Rumah Manggoi,11,,1.6,111.4
af,khvahan,Khvahan,01,,37.889653,70.218753
ru,potapovo,Potapovo,20,,57.366667,107.533333
cn,choucun,Choucun,03,,24.721766,114.441134
us,kingdom city,Kingdom City,MO,,38.9527778,-91.9388889
id,gereneng,Gereneng,17,,-8.6874,116.5118
gr,alchak,Alchák,06,,41.1011111,22.4755556
pk,mankwali,Mankwali,04,,29.598523,71.142582
ir,khalilan-e `olya,Khalilan-e `Olya,23,,33.5458,48.7459
ir,chah-e rajab`ali-ye barbari,Chah-e Rajab`ali-ye Barbari,42,,35.199722,60.900278
ir,`aliabad-e qarah gowl,`Aliabad-e Qarah Gowl,01,,36.8438,46.1023
in,mukandpura,Mukandpura,10,,28.046667,76.004444
ng,haw,Haw,27,,10.595903,13.21806
se,sunnasjo,Sunnasjö,24,,62.65,16.6
fr,vars,Vars,B7,,45.762562,.124781
us,dent acres,Dent Acres,TN,,35.1894444,-85.2047222
cn,pengjiahuawu,Pengjiahuawu,01,,31.183333,116.383333
cn,shujiawu,Shujiawu,01,,29.928602,117.509091
pk,chak 499 tda,Chak 499 TDA,04,,30.686717,71.470645
mm,taulangkawng,Taulangkawng,04,,25.6833333,97.5833333
pl,krowica,Krowica,80,,50.1,23.216667
ru,bolshiye saly,Bolshiye Saly,61,3250,47.391389,39.684722
gb,saint ives,Saint Ives,D6,,50.833333,-1.816667
ru,novoilinovka,Novoilinovka,30,,51.166667,138.633333
us,lithopolis,Lithopolis,OH,,39.8027778,-82.8063889
us,valley stream estates,Valley Stream Estates,MD,,39.1080556,-76.9222222
uz,dekhkanabad,Dekhkanabad,16,,40.7466667,68.6961111
rs,ocrkavlje,Ocrkavlje,00,,43.493056,19.335556
se,stormyrbannan,Stormyrbännan,23,,64.366667,20.2
ir,mazra`eh-ye rostam,Mazra`eh-ye Rostam,04,,30.8135,61.644
ph,cabugnayan,Cabugnayan,36,,16.666667,120.333333
pk,pandori lohar,Pandori Lohar,04,,33.470272,73.331919
sb,tofie,Tofie,00,,-8.5666667,157.35
id,sibalaja,Sibalaja,21,,-1.1395,119.919
mz,tchinda,Tchinda,10,,-19.7480556,33.4091667
ru,gubka,Gubka,77,,57.060077,35.40414
km,dzaheni,Dzaheni,02,,-11.5825,43.3625
vn,ham la,Ham La,26,,18.55,105.466667
mx,batopilillas,Batopilillas,07,,27.883333,-108.433333
cn,jingkou xiang,Jingkou Xiang,03,,28.651479,116.160571
ru,artsibashevka,Artsibashëvka,41,,51.8172,37.6692
ir,aq bulaq,Aq Bulaq,13,,34.7359,47.6819
pa,san san drui,San San Drui,01,,9.45,-82.6666667
ng,tsakuwa,Tsakuwa,29,,12.210465,8.629742
eg,aulad rayiq,Aûlad Râyiq,17,,27.2297222,31.0486111
am,aznvadzor,Aznvadzor,06,,40.8769444,44.4169444
pg,kurea,Kurea,06,,-7.8833333,143.2666667
cn,shanong,Shanong,29,,24.648094,102.059532
gh,boasi,Boasi,09,,5.45,-2.6833333
pl,teratyn,Teratyn,75,,50.900357,23.753907
gh,lachea,Lachea,06,,10.1333333,-1.1333333
cn,gongzhuang zhen,Gongzhuang Zhen,30,,23.552797,114.388368
do,la caja,La Caja,01,,18.75,-70.8333333
kr,kuchongpyongnae,Kuchongpyongnae,13,,37.735833,127.428056
cn,tianjiayan,Tianjiayan,32,,30.760659,104.251435
cn,miyan,Miyan,16,,25.075278,109.797222
se,yttre ultervattnet,Yttre Ultervattnet,23,,64.266667,20.816667
ye,tawr muhammad,Tawr Muhammad,06,,13.1666667,44.3666667
pl,boruszyn,Boruszyn,76,,51.62467,14.962081
pk,nehal khan murree,Nehal Khan Murree,05,,27.003874,68.333183
us,clark landing,Clark Landing,KY,,37.1352778,-86.6022222
lt,pajurio,Pajurio,62,,55.2166667,22.25
ru,gigant,Gigant,10,,53.112632,34.547637
ru,zaimka,Zaimka,39,,58.4,98.033333
do,neiba,Neiba,02,18675,18.4666667,-71.4166667
us,bunkerville,Bunkerville,NV,,36.7730556,-114.1272222
af,yakawulang,Yakawulang,30,,36.009434,67.032221
ru,krutoyar pervyy,Krutoyar Pervyy,67,,52.116667,44.7
ir,tekhsem,Tekhsem,08,,37.171,49.592
us,best,Best,TX,,31.2244444,-101.6208333
ru,narodnyy,Narodnyy,86,,51.582107,41.789394
ru,karkova kemenka,Karkova Kemenka,41,,51.5443,34.5404
mx,la cumbre,La Cumbre,15,,18.9375,-100.1
kh,phumi changkam kraom,Phumi Changkam Kraom,02,,11.8833333,106.3833333
ph,canantacan,Canantacan,67,,12.4995,124.7933
ng,umutonu,Umutonu,36,,6.410122,6.5721
ir,sar meshad,Sar Meshad,07,,29.291214,51.703628
ao,ndalatanda,Ndalatanda,05,,-9.3,14.916667
pl,miescisko,Miescisko,78,,51.460329,21.750887
mm,pebyittaw east,Pèbyittaw East,10,,22.4333333,95.1833333
id,mrico,Mrico,07,,-7.0124,110.9691
ru,svobodnoye,Svobodnoye,70,,44.161944,44.613056
ru,patashevskaya,Patashevskaya,06,,61.979948,41.762277
tr,tufanc,Tufanç,25,,40.031812,41.332088
pt,sao matheus da calheta,São Matheus da Calheta,23,,38.65,-27.266667
mx,los chivos,Los Chivos,26,,29.5,-110.566667
kp,chimyondul,Chimyondul,09,,39.0352778,127.0997222
pl,kolonia wozniki,Kolonia Wozniki,74,,51.6,18.79125
my,kampung mangsa ribut,Kampung Mangsa Ribut,07,,4.4462,100.6333
br,icozeira,Icòzeira,05,,-8.933333,-39.316667
ro,pleskucza,Pleskucza,02,,46.3,22.433333
ir,pit ab,Pit Ab,04,,26.0169,60.1242
pk,kalarkot,Kalarkot,02,,29.0886,67.9824
ma,amsamsa,Amsamsa,47,,31.391056,-7.336832
at,rheindorf,Rheindorf,08,,47.433056,9.65
th,changwat khon kaen,Changwat Khon Kaen,22,,16.446711,102.832999
id,mertajati,Mertajati,21,,-.9867,120.3372
mw,patungo,Patungo,13,,-13.5166667,33.3833333
ru,syzikjarvi,Syzikjärvi,28,,61.804993,37.372699
so,baarrow weyne,Baarrow Weyne,13,,2.8666667,45.5333333
in,minzong,Minzong,30,,27.883333,96.933333
br,lua cheia,Lua Cheia,01,,-10.566667,-68.816667
ph,palaypay,Palaypay,67,,12.5529,124.4476
al,kaluci,Kaluçi,40,,40.5913889,20.105
ng,igana,Igana,32,,7.983333,3.25
in,chhungar,Chhungar,12,,33.963889,74.308333
mx,amoles,Amoles,14,,19.883333,-103.883333
cn,miloukeng,Miloukeng,03,,25.556603,115.951042
pg,mui,Mui,12,,-4.8,144.3166667
cm,mbasse,Mbasse,09,,4.0333333,9.1166667
gn,fofossa,Fofossa,16,,9.8955556,-13.0352778
ua,obryv,Obryv,05,,47.098688,38.185226
ir,tappeh hammam-e pa'in,Tappeh Hammam-e Pa'in,10,,32.6497,47.8059
kr,sugongni,Sugongni,13,,37.424722,127.598611
pl,koluszki,Koluszki,74,13343,51.766667,19.8
de,suderfahrenstedt,Süderfahrenstedt,10,,54.583333,9.583333
cn,hudu,Hudu,07,,24.383333,117.818611
id,kutamaya,Kutamaya,07,,-7.539722,109.006667
ht,cabaret,Cabaret,11,,18.4,-72.6
fr,le petit thons,Le Petit Thons,B2,,47.991721,5.890857
id,pandeyan,Pandeyan,08,,-7.2008,112.1044
dz,mazzer,Mazzer,15,,34.5566667,-1.6102778
id,monmata,Monmata,01,,5.2248,95.2685
mx,la joya del valle,La Joya del Valle,10,,25.183333,-105.966667
ve,tacoima,Tacoima,06,,7.8166667,-63.15
cn,jianxing,Jianxing,32,,31.23855,105.85105
cn,xiaqingling,Xiaqingling,30,,25.238056,113.6425
id,paalduamas,Paalduamas,31,,1.4902,124.8695
mm,mayangwa,Mayangwa,03,,16.5166667,95.5833333
lt,meiliskiai,Meiliskiai,60,,55.4833333,23.5333333
af,khadzhi-aslamkhan,Khadzhi-Aslamkhan,40,,35.072645,68.659272
sn,nderi,Nderi,10,,13.95,-15.8
az,akhtakhana,Akhtakhana,15,,39.105144,48.385402
us,la vista,La Vista,NE,15695,41.1838889,-96.0308333
id,wakul,Wakul,07,,-7.062778,110.251944
it,cevo,Cevo,09,,46.083333,10.366667
mx,el progresso,El Progresso,27,,17.25,-91.266667
us,mason,Mason,TN,,35.4116667,-89.5327778
cf,ngakoulapou,Ngakoulapou,11,,5.7055556,20.5744444
ve,la madre,La Madre,15,,10.3036111,-66.0219444
th,ban surao bang pla,Ban Surao Bang Pla,42,,13.592278,100.729306
so,ceel same,Ceel Same,15,,9.3833333,45.1666667
gr,amarousion,Amaroúsion,35,72310,38.05,23.8
my,taman mangkok,Taman Mangkok,09,,5.363886,100.445856
by,klimovichi,Klimovichi,04,,53.6094444,31.9519444
it,siamanna,Siamanna,14,,39.920556,8.764444
hn,hacienda las palomitas,Hacienda Las Palomitas,02,,13.2555556,-87.2661111
th,trakan phut phon,Trakan Phut Phon,75,,15.611834,105.021472
th,ban kluai,Ban Kluai,53,,13.816667,100.183333
id,kubangbelut,Kubangbelut,33,,-6.8086,105.8928
id,gaga 2,Gaga 2,04,,-6.102222,106.715278
do,el burro,El Burro,20,,19.2833333,-69.6666667
cz,nelepec,Nelepec,78,,49.342146,16.376493
cn,guandimiaozhen,Guandimiaozhen,01,,34.358333,116.383333
pk,taus kili,Taus Kili,02,,30.148723,68.621112
us,gold creek,Gold Creek,GA,,33.9261111,-84.7480556
al,kakoz,Kakoz,45,,40.1647222,20.1530556
pl,ponin,Ponin,86,,52.058006,16.588483
mm,konyin,Kônyin,10,,22.9666667,94.7
es,canas,Cañás,58,,43.233692,-8.325567
za,niekerksvlei,Niekerksvlei,03,,-29.480306,26.426045
in,puncha,Puncha,28,,23.166667,86.65
vn,phuoc dong,Phuoc Dong,24,,10.483333,106.616667
de,sonnenmatt,Sonnenmatt,01,,47.733333,7.933333
th,ban lum takhian,Ban Lum Takhian,47,,12.915556,101.373056
sk,kostany,Kostany,08,,49.0333333,18.9
pl,suchodol,Suchodol,80,,49.662574,21.763536
ml,fousseynibougou,Fousseynibougou,07,,12.6372222,-7.0125
cn,xiemadian,Xiemadian,26,,33,107
us,saint john,Saint John,TN,,36.5944444,-85.3072222
gr,eleon,Eleón,33,656,38.35,23.4833333
ua,akkaya,AkKaya,11,,45.093102,34.621912
lk,seruwawila,Seruwawila,31,,8.3666667,81.3166667
kz,enbekshil'derskiy,Enbekshil'derskiy,16,,52.765,71.508889
id,tamangil noehoejanel,Tamangil noehoejanel,28,,-5.833333,132.883333
uy,rincon de giloca,Rincón de Giloca,18,,-31.8333333,-55.7666667
la,ban tinpha,Ban Tinpha,03,,19.903333,104.075556
id,tjiater,Tjiater,30,,-6.733333,107.648611
ru,novo-nikolayevskoye,Novo-Nikolayevskoye,59,,44.891667,132.091389
ru,amoskovo,Amoskovo,60,,57.579633,28.605657
ir,qobazman,Qobazman,09,,34.131193,48.396415
cn,lilianzhangzi,Lilianzhangzi,19,,40.908296,119.523063
ng,abobo,Abobo,23,,9.8,8.283333
ir,raddeh-ye omm ol qasab,Raddeh-ye Omm ol Qasab,15,,30.3469,48.2039
lk,chalampan,Chalampan,31,,8.8166667,79.9666667
ro,valea vintului,Valea Vintului,01,,46.016667,23.466667
sa,hayy al malik `abd al `aziz,Hayy al Malik `Abd al `Aziz,10,,24.768889,46.698056
me,rascici,Rascici,00,,43.472222,19.049722
ie,gortnakistin,Gortnakistin,16,,52.55,-8.25
tr,gumusgun,Gumusgun,62,,39.02132,39.68073
tr,sinebeli,Sinebeli,57,,41.387829,35.346859
pk,kot brandreth,Kot Brandreth,04,,31.131072,72.668467
ru,azmetyevo,Azmetyevo,73,,55.783563,53.858561
sy,kebered,Kebered,09,,36.55,38.45
ar,ongamira,Ongamira,05,,-30.778159,-64.428064
us,majors,Majors,CA,,36.9825000,-122.1422222
us,marion,Marion,TX,,29.5711111,-98.1400000
tw,lichihmashe,Lichihmashe,04,,24.0833333,121.6
lv,skradali,Skradali,14,,55.95,27.3833333
ru,pogonovo,Pogonovo,86,,51.454183,39.106035
tr,kapikaya koyu,Kapikaya Koyu,26,,40.055746,30.700511
lk,senkara-attimoddai,Senkara-attimoddai,31,,8.9,80.55
ht,terre noire,Terre Noire,06,,19.0333333,-72.7333333
ht,zetrois,Zétrois,08,,18.6166667,-73.7
ru,saitova,Saitova,13,,55.2193,60.3972
cn,namtau,Namtau,30,,22.539662,113.911134
id,sumur satu,Sumur Satu,30,,-6.048611,107.190556
id,gapuk satu,Gapuk Satu,08,,-7.8209,112.7301
co,manzanares,Manzanares,12,,8.205556,-76.085
tr,dortyol,Dörtyol,72,,37.207049,40.470288
ba,zaobljaj,Zaobljaj,01,,44.4119444,16.295
md,hasnasenii mari,Hasnasenii Mari,71,,47.916667,27.990278
id,bengle dua,Bengle Dua,10,,-8.106111,110.621944
vn,ap huong thanh,Ap Huong Thanh,48,,9.818889,105.513889
tg,tamdo,Tamdo,22,,9.1666667,1.0833333
zr,musoni,Musoni,00,,-5.5833333,26.1
vn,ap gia kiet,Ap Gia Kiet,06,,9.966667,106
fr,deville,Déville,A7,,49.469423,1.052144
id,sungailiat,Sungailiat,35,,-1.85,106.133333
cz,chlum,Chlum,87,,49.182874,13.447553
hn,mata de platano,Mata de Plátano,07,,13.7588889,-87.0222222
si,ravne na koroskem,Ravne na Koroskem,09,,46.5430556,14.9691667
ng,ijawkiri,Ijawkiri,50,,4.643823,6.596501
ru,staro-zagorye,Staro-Zagorye,60,,58.425638,28.344589
et,giaguala,Giaguala,46,,12.066667,38.866667
pe,mirador,Mirador,08,,-13.1583333,-72.5313889
cn,xiaojiaqiao,Xiaojiaqiao,02,,28.455278,121.488611
cn,gutan xiang,Gutan Xiang,03,,29.453315,117.680219
uz,naukad,Naukad,10,,40.3166667,66.6166667
fr,conde,Condé,B2,,48.867724,5.167944
se,sidskogen,Sidskogen,03,,61.583333,15.866667
sd,kusgila,Kusgila,26,,9.2,33.9833333
cn,hexiang,Hexiang,31,,19.546856,109.708184
cn,baohua,Baohua,04,,32.14449,119.034436
do,la yautia,La Yautía,31,,18.75,-70.3666667
pk,lal khan mangsi,Lal Khan Mangsi,05,,27.834683,67.828907
sy,harfushiyah,Harfushiyah,06,,35.1722222,37.2027778
mx,san vicente pinas,San Vicente Piñas,20,,16.794444,-98.061667
tr,asagiderince,Asagiderince,49,,39.226006,42.04764
nl,doodenhoek,Doodenhoek,06,,51.65,5.5
hn,jalisco,Jalisco,08,,14.55,-87.3166667
br,alto uruguay,Alto Uruguay,23,,-27.3,-54.133333
ru,aksenovo,Aksënovo,39,,58.933889,101.586667
sv,cinquera,Cinquera,02,,13.8833333,-88.9666667
vn,yen kien,Yên Kiên,86,,21.586839,105.182547
iq,tepe garus,Tepe Garus,05,,35.1452778,45.4122222
br,antonio pinheiro,Antônio Pinheiro,05,,-16.516667,-39.933333
ga,kokobe,Kokobé,01,,-0.0333333,9.35
ru,shirkovo,Shirkovo,69,,54.398999,33.576597
cn,xiaheqing,Xiaheqing,15,,39.566667,98.966667
pl,bolkowo,Bolkowo,87,,53.856884,16.071876
vn,xuan nguyen,Xuan Nguyên,26,,18.983333,105.45
ru,yarono,Yarono,87,,68.133333,69.366667
cn,chingang,Chingang,15,,34.858611,105.668611
ru,bekhteyevka,Bekhteyevka,86,,51.757,38.7782
iq,(( al yahudiyah )),(( Al Yahudiyah )),02,,30.4608333,47.945
tw,laohukou,Laohukou,04,,24.8833333,121.05
id,bajik,Bajik,08,,-7.021,112.7625
ro,tomnatic,Tomnatic,36,,45.987778,20.6575
ve,helechal,Helechal,26,,10.5522222,-66.8916667
th,ban ta sang,Ban Ta Sang,16,,15.95,99.916667
us,starks knob,Starks Knob,NY,,43.1216667,-73.5880556
kp,tongnamiri,Tongnamiri,11,,39.6288889,125.5638889
na,schlip,Schlip,30,,-24.0333333,17.1666667
cn,huanggoudianzicun,Huanggoudianzicun,19,,41.2,125.395833
us,thurston,Thurston,OR,,44.0533333,-122.9152778
pg,honinabi,Honinabi,06,,-6.25,142.1833333
mx,crucero el limon,Crucero El Limón,18,,21.666667,-105.025
mm,hkamti,Hkamti,04,,25.35,96.9
it,dobbiaco,Dobbiaco,17,,46.7425,12.231389
in,bohli,Bohli,10,,29.993611,76.910833
ru,nefedovka,Nefedovka,83,,56.296231,39.719962
se,lillan,Lillån,15,,59.316667,15.216667
cn,changchiachuan,Changchiachuan,15,,34.992222,106.203056
at,innerschwende,Innerschwende,08,,47.367778,10.188056
lk,kudakarahela,Kudakarahela,33,,6.7166667,80.6666667
id,kualasiu,Kualasiu,26,,2.8995,99.3916
cn,wuliqing,Wuliqing,29,,24.048056,102.676118
id,bajur timur,Bajur Timur,08,,-7.0314,112.8737
be,pisserotte,Pisserotte,06,,50.216667,5.783333
cn,shenhu,Shenhu,04,,30.849335,120.510367
ao,cacungulo,Cacungulo,06,,-10.717828,14.981439
tr,haskanli koyu,Haskanli Koyu,90,,36.933333,36.95
mz,silva,Silva,02,,-23.61,33.6516667
cn,dashujie,Dashujie,01,,32.020556,117.938889
ro,potlogeni deal,Potlogeni Deal,16,,44.7,25.25
ro,pacalesti,Pacalesti,05,,46.616667,22.4
ir,qasabeh-ye meyghat,Qasabeh-ye Meyghat,15,,30.496111,48.286389
af,chughdan,Chughdan,30,,36.080883,66.654102
es,rute,Rute,51,10113,37.32617,-4.367592
kz,sovkhoz kiyevskiy,Sovkhoz Kiyevskiy,12,,50.1575,71.446944
pk,bibi derai,Bibi Derai,03,,34.382378,72.519981
cn,liuqiu,Liuqiu,31,,19.689238,110.462235
ph,dagatan,Dagatan,20,,14.187778,120.930556
ga,meben i,Mében I,09,,2.1333333,12.15
ro,plopi,Plopi,21,,45.633333,23
us,fairwood,Fairwood,WA,,47.4486111,-122.1561111
ng,sheratu,Sheratu,56,,8.168056,7.129167
id,ngadujara,Ngadujara,18,,-9.5821,119.5631
kr,dangpyeong,Dangpyeong,05,,37.11,127.7331
it,malga di sesis,Malga di Sesis,20,,46.622778,12.687778
ru,klyuchevaya,Klyuchevaya,38,,44.620556,39.145
cn,panzikeng,Panzikeng,01,,30.530057,118.729213
bi,runyinya,Runyinya,14,,-3.0072222,30.1913889
pl,wolka baltowska,Wolka Baltowska,84,,51.033523,21.527527
pk,qasainwala,Qasainwala,04,,31.729304,71.177819
pt,pacos,Paços,22,,40.704297,-8.135998
br,juriti,Juriti,15,,-21.6,-45.383333
eg,abbasieh,Abbasieh,11,,30.0666667,31.2833333
fi,soso,Soso,08,,64.816667,25.933333
ng,hatta,Hatta,35,,10.048902,12.276453
tr,yenipazar,Yenipazar,09,,37.824193,28.197169
ao,caiove,Caiove,06,,-11.939012,14.808545
ca,shoreacres,Shoreacres,02,,49.433333,-117.533333
pl,zabostow duzy,Zabostow Duzy,74,,52.129046,20.039343
cz,chlum svate mari,Chlum Svate Mari,81,,50.15,12.533989
la,ban thongmeng,Ban Thôngméng,04,,17.583333,105.5
es,vallovil,Vallovil,34,,43.35,-5.166667
it,sant'ilario del ionio,Sant'Ilario del Ionio,03,,38.216667,16.2
ru,ponomarevo,Ponomarëvo,52,,57.127599,31.720012
us,quail creek,Quail Creek,GA,,33.4908333,-82.1305556
id,pondok lima payapinang,Pondok Lima Payapinang,26,,3.2976,99.1994
za,makubu,Makubu,09,,-24.425831,30.219215
de,muden,Müden,06,,52.533333,10.366667
mk,gornja drcevica,Gornja Drcevica,25,,41.3497222,22.1961111
in,nanhipur,Nanhipur,36,,26.9649,79.7269
uz,kuvasay,Kuvasay,03,,40.3022222,71.9744444
us,henery,Henery,CO,,37.3983333,-105.9063889
kr,songyori,Songyori,17,,36.95,126.583333
ru,generalskoye,Generalskoye,67,,51.593611,46.340556
tj,viston,Viston,03,,38.8977778,69.29
in,mangan bazar,Mangan Bazar,29,,27.516667,88.533333
id,redonkrapyak,Redonkrapyak,08,,-8.2456,112.0738
us,bates,Bates,OH,,41.5905556,-83.5783333
tr,sebke,Sebke,24,,39.85,39.966667
ro,tapul,Tapul,33,,46.066667,24.083333
gb,saint martins,Saint Martins,W1,,56.45,-3.383333
id,kihujan,Kihujan,30,,-7.1793,107.3522
in,beju,Beju,11,,31.226111,77.068333
ba,mlive,Mlive,01,,44.0858333,17.5180556
ht,ca martin,Ca Martin,06,,19.6333333,-72.65
sa,al muharraqah,Al Muharraqah,17,,16.533333,42.966667
pt,aldeia,Aldeia,11,,40.847708,-7.128465
pg,borakagere,Borakagere,01,,-9.7833333,147.7166667
th,ban yang thi kayae,Ban Yang Thi Kayae,02,,17.816667,98.15
de,stelzenod,Stelzenöd,02,,48.566667,12.783333
mw,mtsekese,Mtsekese,13,,-13.5333333,33.4166667
dk,hyllested,Hyllested,20,,55.279434,11.448039
ci,timboroni,Timboroni,87,,9.938768,-6.368439
ao,quinamba,Quinamba,06,,-11.616667,15.233333
zm,katitiki,Katitiki,07,,-11.1166667,32.25
cd,kyala,Kyala,05,,-10.664444,25.290278
ru,cheremshanka,Cheremshanka,78,,56.22013,69.404279
cn,liuho,Liuho,04,,31.509722,121.255278
ir,qareh chelan,Qareh Chelan,01,,36.6819,45.742
kr,hwangsaemal,Hwangsaemal,14,,36.01866,129.228015
cn,ketian,Ketian,01,,30.069444,117.330556
cn,quanshuiye,Quanshuiye,19,,41.04125,124.987397
mx,rancho bahia,Rancho Bahia,26,,30.6,-112.983333
td,mailao,Maïlao,04,,11.5830556,15.2813889
bo,unido,Unido,08,,-17.2833333,-58.6166667
fr,hautes sieyes,Hautes Sièyes,B8,,44.1,6.2
mk,leskovo,Leskovo,24,,41.2219444,21.1205556
fr,la couarde,La Couarde,B7,,46.194112,-1.425221
af,jonawa,Jonawa,11,,34.397812,63.424535
pk,aluli,Aluli,03,,34.084722,72.974444
mm,wundwin,Wundwin,08,,21.0833333,96.0333333
ve,las duaras,Las Duaras,14,,9.1444444,-70.9716667
pl,jan dziadek,Jan Dziadek,84,,51.1,20.5
ph,mozon,Mozon,09,,13.852598,120.989345
cn,xiashihe,Xiashihe,10,,40.220833,118.018333
ru,novyye atay,Novyye Atay,16,,55.727371,46.420413
mm,pumlai,Pumlai,04,,25.7333333,97.8166667
cn,hejindong,Hejindong,30,,24.203656,114.124958
mx,cuapilla,Cuapilla,30,,18.283333,-96.233333
bo,estancia sankhata,Estancia Sankhata,04,,-17.5333333,-68.7666667
cd,ito-lenkoi,Ito-Lenkoi,01,,-3.483333,17.633333
ru,zhuravlevna,Zhuravlevna,47,,55.398056,35.522778
us,squankum,Squankum,NJ,,40.1661111,-74.1541667
cn,michiangtun,Michiangtun,05,,42.996111,130.140833
mn,haryaata,Haryaata,17,,46.2166667,112.8
co,chuzo,Chuzo,16,,3.304444,-75.316389
mx,buenos aires,Buenos Aires,06,,28.2,-106.733333
ru,yaminskoye,Yaminskoye,04,,53.083333,85.666667
vn,vinh que,Vinh Que,38,,21.333333,105.4
tz,kasama,Kasama,05,,-4.3333333,29.9666667
ir,cheshmeh seyamaki,Cheshmeh Seyamaki,42,,35.69464,59.698541
ir,mast-e pa'in,Mast-e Pa'in,34,,34.2784,49.2884
ir,moo'ijin,Moo'ijin,09,,34.819722,48.399444
se,nyhyttan,Nyhyttan,03,,60.416667,16.416667
lr,kuma town,Kuma Town,10,,5.5030556,-8.7919444
pl,huciska,Huciska,80,,50.279193,22.300327
us,concord hills,Concord Hills,DE,,39.8338889,-75.5458333
ru,kuzmadenye,Kuzmadenye,21,,56.806098,40.877798
us,green hill,Green Hill,TN,,35.8316667,-85.7955556
sy,bostra,Bostra,06,,32.5166667,36.4833333
ma,douar oulad haddou,Douar Oulad Haddou,54,,34.948558,-3.131551
ru,chernyatka,Chernyatka,10,,52.798276,32.783482
hn,otatala,Otatala,10,,14.35,-87.9
in,ritaur,Ritaur,36,,26.4608,79.1903
eg,al ma`sarah,Al Ma`sarah,11,,29.9,31.2833333
ht,marie therese,Marie Thérèse,13,,18.2333333,-72.8
ua,nesvatkova,Nesvatkova,10,,48.955333,32.158057
ee,sirtsi,Sirtsi,03,,59.2702778,26.9169444
ge,chita-tskhali,Chita-Tskhali,62,,42.4,41.6166667
ir,ahurak,Ahurak,44,,36.2412,50.4856
us,gibson corners,Gibson Corners,NY,,42.0408333,-76.2591667
ro,hategana,Hategana,01,,46.033333,23.45
ru,sittseva,Sittseva,13,,55.7867,59.7329
cn,xiaguandiping,Xiaguandiping,26,,33.269638,106.569226
at,ubelbach markt,Ubelbach Markt,06,,47.216667,15.233333
fi,jarvela,Järvelä,13,,60.65,27.766667
tm,kepekli,Kepekli,03,,41.9,59.4166667
ru,yagodnoye,Yagodnoye,15,,64.65,170.4
dk,koblerne,Koblerne,20,,55.011344,12.41564
pg,orivi,Orivi,01,,-8.2333333,146.8166667
th,ban nong kum,Ban Nong Kum,51,,14.516667,100.15
tr,donali,Donali,63,,36.9525,39.048889
ir,`askarabad,`Askarabad,26,,35.1645,51.7768
au,carboor upper,Carboor Upper,07,,-36.666667,146.533333
kr,kolmoe,Kolmoe,17,,36.2785,126.8774
ru,tsentralnyy,Tsentralnyy,30,,50.542129,137.033825
cd,mwepo,Mwepo,05,,-10.976944,25.515
mx,cochoapa el grande,Cochoapa El Grande,12,,17.2,-98.45
ro,bucium-orlea,Bucium-Orlea,21,,45.583333,22.966667
cn,lidun,Lidun,07,,27.051667,119.281111
mg,sahaniveno,Sahaniveno,04,,-18.6666667,48.9833333
fr,sille-le-guillaume,Sillé-le-Guillaume,B5,,48.182664,-.126417
pk,bagarian dharam chand,Bagarian Dharam Chand,04,,31.422778,74.291111
us,kent timbers,Kent Timbers,MD,,38.8958333,-76.3483333
ua,podzamche,Podzamche,19,,50.065211,25.403393
ba,kljen,Kljen,02,,43.1358333,18.2463889
cn,kuanyintang,Kuanyintang,01,,33.800833,116.009444
br,sumare,Sumaré,18,,-23.033333,-52.45
ua,radynuv,Radynuv,19,,51.542434,26.147237
id,semen lor,Semen Lor,07,,-7.168889,110.885556
ir,rameh dan,Rameh Dan,04,,25.397706,61.466083
mx,metzquititlau,Metzquititlau,13,,20.533333,-98.65
ua,tatarkoy,Tatarkoy,11,,45.780173,34.153871
tr,mesudiye,Mesudiye,16,,40.083333,29.533333
ng,lapar,Lapar,40,,10.371078,4.594141
lb,shawaliq,Shawaliq,06,,33.5538889,35.4377778
lt,alangi,Alangi,62,,55.3,22.2166667
pg,atemble,Atemble,12,,-5.0833333,144.7833333
lk,nettipolagedara,Nettipolagedara,32,,7.5,80.1833333
ru,dareyevichi,Dareyevichi,10,,52.633109,32.586125
tr,hacihidir,Hacihidir,45,,38.716667,28.2
do,guayabo dulce,Guayabo Dulce,29,,18.65,-69.2833333
ir,chehel gaz,Chehel Gaz,32,,38.3072,48.0776
us,whitman,Whitman,NY,,42.1952778,-75.3758333
py,estancia campo leon,Estancia Campo León,16,,-22.566667,-59.5
al,peshkepi e siperme,Peshkëpi e Sipërme,45,,39.9666667,20.3105556
ru,shibkovo,Shibkovo,53,,54.4888,83.2857
id,etipewe,Etipewe,36,,-7.966667,139.383333
id,sitiardjo,Sitiardjo,08,,-8.3793,112.6811
ru,fryazino,Fryazino,47,52256,55.960556,38.045556
ma,meskarete,Meskarete,58,,33.87,-3.88
ke,kamusinga,Kamusinga,09,,0.8,34.7
vn,la van,La Van,04,,16.066667,107.666667
id,naga saribu,Naga Saribu,26,,2.2371,99.1123
af,kafar kuh,Kafar Kuh,10,,32.657693,64.941099
tz,buhungire,Buhungire,12,,-2.5833333,32.9166667
